adverse_event,report_count
TOOTH DEVELOPMENT DISORDER,5
METASTATIC MESOTHELIOMA,5
BLOOD CATECHOLAMINES DECREASED,5
PENILE VASCULAR DISORDER,5
METANEPHRINE URINE INCREASED,5
METASTATIC BRONCHIAL CARCINOMA,5
BLOOD LUTEINISING HORMONE ABNORMAL,5
TORUS FRACTURE,5
TRACHEAL OEDEMA,5
TOTAL COMPLEMENT ACTIVITY INCREASED,5
BLOOD VISCOSITY ABNORMAL,5
BLOOD THYROID STIMULATING HORMONE,5
TOXIC GOITRE,5
METASTASES TO RECTUM,5
BLOOD PRESSURE ORTHOSTATIC ABNORMAL,5
PERICARDIAL MESOTHELIOMA MALIGNANT,5
BLOOD GROWTH HORMONE DECREASED,5
MICROCOCCUS INFECTION,5
BREAST HAEMATOMA,5
BRUCELLA TEST POSITIVE,5
BLOOD CHOLINESTERASE INCREASED,5
MEDICAL DEVICE SITE SCAR,5
BRONCHOPULMONARY DISEASE,5
THYROXINE ABNORMAL,5
BRONCHOALVEOLAR LAVAGE ABNORMAL,5
THYROXINE FREE ABNORMAL,5
BRONCHIAL OEDEMA,5
MICROSTOMIA,5
BRONCHIAL NEOPLASM,5
TISSUE IRRITATION,5
"BRIEF PSYCHOTIC DISORDER, WITH POSTPARTUM ONSET",5
TOBACCO INTERACTION,5
TRANSFUSION RELATED COMPLICATION,5
MICROSLEEP,5
BLOOD ERYTHROPOIETIN DECREASED,5
TOBACCO POISONING,5
TOBACCO USE DISORDER,5
MENINGIOMA MALIGNANT,5
BLOOD FIBRINOGEN ABNORMAL,5
TRANSFERRIN SATURATION,5
MENINGITIS ENTEROCOCCAL,5
TRANSFERRIN INCREASED,5
PERICARDITIS URAEMIC,5
BREAST OEDEMA,5
MUCOPOLYSACCHARIDOSIS II,5
PERIUMBILICAL ABSCESS,5
URETHRAL SPASM,5
URETERAL WALL THICKENING,5
CHRONIC TONSILLITIS,5
BASELINE FOETAL HEART RATE VARIABILITY DISORDER,5
BASOPHIL COUNT ABNORMAL,5
PINEALOBLASTOMA,5
BASOPHILIA,5
SWEAT GLAND DISORDER,5
CHEMOKINE INCREASED,5
UPPER RESPIRATORY TRACT IRRITATION,5
PARATONIA,5
CHEMICAL PERITONITIS,5
CIRCULATING ANTICOAGULANT POSITIVE,5
PHOBIA OF DRIVING,5
CHEMICAL BURN OF ORAL CAVITY,5
SUPERIMPOSED PRE-ECLAMPSIA,5
BACTERIAL TRACHEITIS,5
SWOLLEN JOINT COUNT ABNORMAL,5
SUBCONJUNCTIVAL FIBROSIS,5
PARAPHARYNGEAL SPACE INFECTION,5
AUTOMATISM,5
CHEST CRUSHING,5
CHRONIC PAPILLOMATOUS DERMATITIS,5
CERVIX OPERATION,5
LYMPHADENITIS BACTERIAL,5
LUNG HERNIA,5
CHORIOCARCINOMA,5
SUPERINFECTION FUNGAL,5
SUPERINFECTION VIRAL,5
LUNG CARCINOMA CELL TYPE UNSPECIFIED STAGE II,5
CHROMOPHOBE RENAL CELL CARCINOMA,5
URETERIC HAEMORRHAGE,5
PIK3CA RELATED OVERGROWTH SPECTRUM,5
URETERIC FISTULA,5
BASAL GANGLIA HAEMATOMA,5
CHOLESTEROSIS,5
CHOLERA,5
LUPUS PLEURISY,5
CHRONIC CHEEK BITING,5
URETHRAL CANCER,5
LUMBOSACRAL RADICULOPLEXUS NEUROPATHY,5
CHRONIC GRANULOMATOUS DISEASE,5
MUSCULOSKELETAL DEFORMITY,5
LYMPH NODE HAEMORRHAGE,5
AUTOIMMUNE UVEITIS,5
CHORIORETINAL FOLDS,5
PARANASAL SINUS MASS,5
BENIGN NEOPLASM OF SPINAL CORD,5
CEREBROVASCULAR STENOSIS,5
LYMPHOPLASMACYTOID LYMPHOMA/IMMUNOCYTOMA,5
STROKE IN EVOLUTION,5
LYSOSOMAL ACID LIPASE DEFICIENCY,5
SYPHILIS TEST POSITIVE,5
AUTOIMMUNE APLASTIC ANAEMIA,5
CEREBROSPINAL FLUID DRAINAGE,5
ULTRASOUND ANTENATAL SCREEN ABNORMAL,5
MACULAR DYSTROPHY CONGENITAL,5
MACULAR FIBROSIS,5
LIVER PALPABLE,5
CEREBRAL MICROINFARCTION,5
LIVER IRON CONCENTRATION INCREASED,5
MUCOSAL HYPERAEMIA,5
T-CELL LYMPHOCYTOSIS,5
CEREBRAL CAVERNOUS MALFORMATION,5
CEREBRAL ARTERITIS,5
CERVICAL FRIABILITY,5
SUBACUTE ENDOCARDITIS,5
CERVIX CARCINOMA STAGE IV,5
SUBCAPSULAR SPLENIC HAEMATOMA,5
PARIETAL LOBE EPILEPSY,5
SYMPHYSIOLYSIS,5
MYELOID MATURATION ARREST,5
BENIGN LYMPH NODE NEOPLASM,5
LOOSE ASSOCIATIONS,5
SUBACUTE INFLAMMATORY DEMYELINATING POLYNEUROPATHY,5
LYMPHOCYTIC OESOPHAGITIS,5
PENILE EXFOLIATION,4
RENAL ADENOMA,4
VULVOVAGINAL WARTS,4
URINARY ASCITES,4
PSTPIP1-ASSOCIATED MYELOID-RELATED PROTEINAEMIA INFLAMMATORY SYNDROME,4
RENAL TUBERCULOSIS,4
URETHRAL ABSCESS,4
ZOONOTIC BACTERIAL INFECTION,4
PROSTATE ABLATION,4
PROTEIN C DEFICIENCY,4
PROSTHESIS USER,4
WATER POLLUTION,4
PSEUDOCHOLELITHIASIS,4
UTERINE ABSCESS,4
URINARY TRACT SPASM,4
RENAL VESSEL CONGENITAL ANOMALY,4
TRANSAMINASES,4
RENAL HYPERTROPHY,4
TRANSCATHETER AORTIC VALVE IMPLANTATION,4
TRANSCATHETER ARTERIAL CHEMOEMBOLISATION,4
PSEUDOFRACTURE,4
PROSTATISM,4
RENAL PROCEDURAL COMPLICATION,4
URETHRAL OPERATION,4
URETHRAL REPAIR,4
ORONASAL FISTULA,4
PARASITE ALLERGY,4
RENAL VESSEL DISORDER,4
URINARY TRACT PROCEDURAL COMPLICATION,4
PENETRATING AORTIC ULCER,4
URINARY TRACT MALFORMATION,4
PSEUDOMENINGOCELE,4
YERSINIA TEST POSITIVE,4
PROCEDURAL HYPERTENSION,4
PROSTATIC UROTHELIAL CARCINOMA,4
UTERINE ATROPHY,4
TRACHEAL DILATION PROCEDURE,4
ULNAR DIMELIA,4
RECTAL CANCER STAGE III,4
TRANSGENDER OPERATION,4
URINE CANNABINOIDS INCREASED,4
TRIFASCICULAR BLOCK,4
URINE CALCIUM DECREASED,4
PARATRACHEAL LYMPHADENOPATHY,4
RADIATION SICKNESS SYNDROME,4
TRIGEMINO-CARDIAC REFLEX,4
RADIATION OEDEMA,4
PULMONARY HAEMORRHAGE NEONATAL,4
ORAL VIRAL INFECTION,4
PAO2/FIO2 RATIO DECREASED,4
TRIMETHYLAMINURIA,4
PULMONARY HAEMOSIDEROSIS,4
RADIAL NERVE INJURY,4
QUARANTINE,4
TUBAL RUPTURE,4
RESPIRATORY THERAPY,4
PELVIC GIRDLE PAIN,4
UMBILICAL ERYTHEMA,4
ORAL MUCOSAL SCAR,4
TUMOUR ABLATION,4
ULTRASOUND LIVER ABNORMAL,4
TUMOUR CAVITATION,4
PULMONARY OEDEMA NEONATAL,4
PAROTIDECTOMY,4
PULMONARY PNEUMATOCELE,4
TUMOUR NECROSIS FACTOR RECEPTOR-ASSOCIATED PERIODIC SYNDROME,4
PUNCTURE SITE OEDEMA,4
TURBINOPLASTY,4
PUNCTURE SITE INDURATION,4
PARTICLE THERAPY,4
PULMONARY SEQUESTRATION,4
PARADOXICAL MASSETER MUSCLE BULGING,4
UP AND DOWN PHENOMENON,4
PATIENT ISOLATION,4
URINE PROTEIN/CREATININE RATIO DECREASED,4
PSYCHOMOTOR DISADAPTATION SYNDROME,4
TRANSITIONAL CELL CANCER OF THE RENAL PELVIS AND URETER,4
WEIGHT DECREASE NEONATAL,4
RECTOSIGMOID CANCER METASTATIC,4
RECTAL PROLAPSE REPAIR,4
PROPHYLAXIS,4
PTERYGIUM OPERATION,4
WEIGHT LOSS DIET,4
PELVIC FLOOR REPAIR,4
TRANSMISSION OF AN INFECTIOUS AGENT VIA PRODUCT,4
PULMONARY VALVE REPLACEMENT,4
PUBERTAL FAILURE,4
TRAPEZIECTOMY,4
PELVIC DEFORMITY,4
TRAUMATIC DELIVERY,4
REBOUND ACID HYPERSECRETION,4
TRAUMATIC HEART INJURY,4
PARATHYROID SCAN ABNORMAL,4
PEAU D^ORANGE,4
REACTION TO FOOD ADDITIVE,4
TREMATODE INFECTION,4
TRI-IODOTHYRONINE ABNORMAL,4
WEST NILE VIRUS TEST POSITIVE,4
TRICHOMEGALY,4
TRICHOPHYTIC GRANULOMA,4
URINE SODIUM DECREASED,4
RAPID-ONSET DYSTONIA-PARKINSONISM,4
RADIOTHERAPY TO BONE,4
TRICUSPID VALVE STENOSIS,4
TOXOPLASMA SEROLOGY POSITIVE,4
SARCOMA OF SKIN,4
UTERINE FIBROSIS,4
SPHEROCYTIC ANAEMIA,4
SYSTEMIC CONTACT DERMATITIS,4
SOLID ORGAN TRANSPLANT REJECTION,4
VARICOSE ULCERATION,4
SOMATIC DELUSION,4
SOMATOSENSORY EVOKED POTENTIALS ABNORMAL,4
SOMNIPHOBIA,4
PHILADELPHIA POSITIVE CHRONIC MYELOID LEUKAEMIA,4
SYNKINESIS,4
SPIDER NAEVUS,4
PROCALCITONIN ABNORMAL,4
VERBIGERATION,4
SPINAL ANAESTHESIA,4
PHLYCTENULAR KERATOCONJUNCTIVITIS,4
SYDENHAM^S CHOREA,4
VASCULAR ACCESS SITE CELLULITIS,4
VENTRICULAR HYPERKINESIA,4
VASCULAR ACCESS SITE ERYTHEMA,4
OVARIAN DYSFUNCTION,4
PHARYNGEAL NEOPLASM,4
T-CELL LYMPHOMA REFRACTORY,4
VARICELLA KERATITIS,4
POLYMERASE CHAIN REACTION NEGATIVE,4
SHUNT STENOSIS,4
POST PROCEDURAL COMPLICATION CIRCULATORY,4
TERMINAL AGITATION,4
PERSISTENT FOETAL CIRCULATION,4
PERSONALITY CHANGE DUE TO A GENERAL MEDICAL CONDITION,4
SKIN ADHESION,4
TEMPOROMANDIBULAR JOINT SURGERY,4
TEAR DISCOLOURATION,4
SKIN TEMPERATURE,4
SKIN TEST NEGATIVE,4
SKULL BASE TUMOUR,4
POLYNEUROPATHY IDIOPATHIC PROGRESSIVE,4
PHARYNGEAL EROSION,4
VESSEL PERFORATION,4
SLEEP STUDY,4
SLEEP-RELATED HYPOVENTILATION,4
SMALL CELL LUNG CANCER RECURRENT,4
OVARIAN ENDOMETRIOID CARCINOMA,4
PHOTOPHERESIS,4
VASCULAR ACCESS SITE PRURITUS,4
SUBFASCIAL HAEMATOMA,4
STERILISATION,4
VELOPHARYNGEAL INCOMPETENCE,4
SUBDURAL EFFUSION,4
PITUITARY CYST,4
STERNOTOMY,4
STEROID ACTIVITY,4
VASCULAR RESISTANCE SYSTEMIC INCREASED,4
STERTOR,4
STOMA CARE,4
SUBARACHNOID HAEMORRHAGE NEONATAL,4
STOMA SITE CELLULITIS,4
STOMA SITE DERMATITIS,4
VASCULAR SKIN DISORDER,4
PLASMA CELLS INCREASED,4
STRICTUROPLASTY,4
PLANTAR FASCIAL FIBROMATOSIS,4
PLACENTAL TRANSFUSION SYNDROME,4
SUBDURAL HAEMORRHAGE NEONATAL,4
SUBGALEAL HAEMORRHAGE,4
SPINDLE CELL SARCOMA,4
VASCULAR RESISTANCE PULMONARY DECREASED,4
VASCULAR ACCESS SITE SCAR,4
PAGET^S DISEASE OF NIPPLE,4
SURFACTANT PROTEIN INCREASED,4
SPLEEN OPERATION,4
SPLENIC INFECTION,4
PIGMENT DISPERSION SYNDROME,4
VENOUS STENT INSERTION,4
SPLENIC INFECTION VIRAL,4
PLEURISY VIRAL,4
PLEURAL FISTULA,4
SPONDYLITIC MYELOPATHY,4
VENOUS HYPERTENSION,4
VENOUS ANGIOMA OF BRAIN,4
PLEOMORPHISM,4
PLATELETCRIT INCREASED,4
SPUTUM DECREASED,4
SUBRETINAL HYPERREFLECTIVE EXUDATION,4
PERITONECTOMY,4
SHOULDER GIRDLE PAIN,4
TESTICULAR NEOPLASM,4
PREMATURE BABY DEATH,4
PANCREATIC FIBROSIS,4
RHABDOMYOMA,4
RHEUMATOID FACTOR,4
UVEITIC GLAUCOMA,4
UVEITIS-GLAUCOMA-HYPHAEMA SYNDROME,4
RIGHT VENTRICULAR DIASTOLIC COLLAPSE,4
TONGUE ATROPHY,4
RIGHT VENTRICULAR SYSTOLIC PRESSURE,4
TOBACCO WITHDRAWAL SYMPTOMS,4
POVERTY OF THOUGHT CONTENT,4
ORTHOSTATIC HEART RATE RESPONSE INCREASED,4
RUBULAVIRUS TEST POSITIVE,4
SACROILIAC FRACTURE,4
PERINEAL CYST,4
STRAWBERRY TONGUE,4
OSMOLAR GAP ABNORMAL,4
SARS-COV-2 TEST FALSE POSITIVE,4
RETROPERITONITIS,4
PERICARDIAL DRAINAGE,4
SCAPHOID ABDOMEN,4
OROPHARYNGEAL SURGERY,4
PRIMITIVE NEUROECTODERMAL TUMOUR,4
TOXICOLOGIC TEST ABNORMAL,4
VULVECTOMY,4
VULVAL CELLULITIS,4
TOTAL CHOLESTEROL/HDL RATIO,4
PENILE PLAQUE,4
PENILE SQUAMOUS CELL CARCINOMA,4
UTERINE LEIOMYOSARCOMA,4
TOOTH PULP HAEMORRHAGE,4
VON WILLEBRAND^S FACTOR INHIBITION,4
PANCREATIC PSEUDOCYST RUPTURE,4
RETINAL PHOTOTOXICITY,4
TOOTH MALFORMATION,4
TOOTH DEMINERALISATION,4
TOOTH AGENESIS,4
PREPYLORIC STENOSIS,4
TONSILLAR ULCER,4
VACCINATION SITE MASS,4
POSTPOLYPECTOMY SYNDROME,4
TESTICULAR OPERATION,4
POST-TRAUMATIC HEADACHE,4
SELECTIVE IGG SUBCLASS DEFICIENCY,4
PERIPHERAL NERVE TRANSPOSITION,4
PERIPHERAL PULSE DECREASED,4
SELF ESTEEM INFLATED,4
PERIPHERAL T-CELL LYMPHOMA UNSPECIFIED RECURRENT,4
PERIPHERAL VASCULAR HAEMATOMA,4
VIRAL VECTOR SHEDDING,4
PERIPHERAL VEIN THROMBUS EXTENSION,4
SEPTIC ARTHRITIS STREPTOCOCCAL,4
SEPTIC RASH,4
SEROTONIN DEFICIENCY,4
THALASSAEMIA BETA,4
PANCREAS DIVISUM,4
SEVERE MYOCLONIC EPILEPSY OF INFANCY,4
SEX HORMONE BINDING GLOBULIN DECREASED,4
VIRAL LOAD DECREASED,4
SEXUAL RELATIONSHIP CHANGE,4
POST-TRAUMATIC EPILEPSY,4
PERIPHERAL NERVE NEUROSTIMULATION,4
SCAR EXCISION,4
POSTERIOR CORTICAL ATROPHY,4
PERINEPHRIC OEDEMA,4
SCHISTOSOMIASIS,4
SCHOOL REFUSAL,4
SCROTAL ANGIOKERATOMA,4
VAGINAL ADENOCARCINOMA,4
THYMOMA BENIGN,4
POSTINFARCTION ANGINA,4
THYMIC CYST,4
THYMIC CARCINOMA,4
SCROTAL INFLAMMATION,4
THROMBOANGIITIS OBLITERANS,4
SCROTAL MASS,4
SCROTUM EROSION,4
SCRUB TYPHUS,4
SECONDARY ALDOSTERONISM,4
PERIPHERAL NERVE INFECTION,4
POSTERIOR FOSSA DECOMPRESSION,4
PROTEIN ALBUMIN RATIO INCREASED,4
ZOSTER SINE HERPETE,4
ELECTROMYOGRAM ABNORMAL,4
CSWS SYNDROME,4
CORONAVIRUS TEST,4
MENINGITIS STAPHYLOCOCCAL,4
CORPORAL INJURY,4
CORPUS CALLOSOTOMY,4
CORTISOL FREE URINE INCREASED,4
CRAMP-FASCICULATION SYNDROME,4
CRANIOPLASTY,4
MENINGIOMA SURGERY,4
CRYPTOGENIC CIRRHOSIS,4
CUTANEOUS AMYLOIDOSIS,4
CONE-ROD DYSTROPHY,4
CYCLOSPORIDIUM INFECTION,4
CYST DRAINAGE,4
CYSTIC FIBROSIS CARRIER,4
CYSTIC FIBROSIS HEPATIC DISEASE,4
CYTOMEGALOVIRUS NEPHRITIS,4
DACRYOSTENOSIS CONGENITAL,4
MEDICAL DEVICE SITE ODOUR,4
DEATH OF COMPANION,4
DEEP TISSUE INJURY,4
CORONARY ARTERY INSUFFICIENCY,4
CORNEAL LEUKOMA,4
CORNEAL LACERATION,4
CORNEAL ENDOTHELIAL CELL LOSS,4
METASTASES TO FALLOPIAN TUBE,4
CONGENITAL CHOROID PLEXUS CYST,4
CONGENITAL GENITAL MALFORMATION,4
CONGENITAL HORNER^S SYNDROME,4
CONGENITAL INTESTINAL OBSTRUCTION,4
CONGENITAL JAW MALFORMATION,4
CONGENITAL KNEE DISLOCATION,4
CONGENITAL MYOPIA,4
CONGENITAL SMALL INTESTINAL ATRESIA,4
MESENTERITIS,4
MESENTERIC CYST,4
MESENTERIC ARTERY EMBOLISM,4
CONGENITAL UTERINE ANOMALY,4
MESENTERIC ABSCESS,4
CONJUNCTIVAL MELANOMA,4
CONJUNCTIVAL PIGMENTATION,4
CONJUNCTIVOCHALASIS,4
MENISCUS REMOVAL,4
CONSTRICTED AFFECT,4
DEFICIENCY ANAEMIA,4
DELAYED DARK ADAPTATION,4
DELAYED ENGRAFTMENT,4
DOUBLE HIT LYMPHOMA,4
DOUGLAS^ ABSCESS,4
MATERNAL ALCOHOL USE,4
MASTOID EFFUSION,4
DYSTROPHIC CALCIFICATION,4
MASTITIS FUNGAL,4
EAR DEFORMITY ACQUIRED,4
EAR TUBE REMOVAL,4
ECHOCARDIOGRAM,4
ECTOPIC GASTRIC MUCOSA,4
ECTOPIC PREGNANCY UNDER HORMONAL CONTRACEPTION,4
ECTROPION OF CERVIX,4
ELECTROCARDIOGRAM QT INTERVAL NORMAL,4
ELECTROCONVULSIVE THERAPY,4
MANUFACTURING PRODUCTION ISSUE,4
ELECTROENCEPHALOGRAM,4
MANUFACTURING PRODUCT STORAGE ISSUE,4
ELSCHNIG^S BODIES,4
ENDOBRONCHIAL VALVE IMPLANTATION,4
ENDOCARDIAL DISEASE,4
DOUBLE OUTLET LEFT VENTRICLE,4
DIVERTICULUM OESOPHAGEAL,4
"DELUSIONAL DISORDER, MIXED TYPE",4
DISSOCIATIVE IDENTITY DISORDER,4
DENTAL PARAESTHESIA,4
DENTAL SEPSIS,4
DEPRESCRIBING ERROR,4
DERAILMENT,4
DERMATOLOGIC EXAMINATION ABNORMAL,4
DERMATOPOROSIS,4
DEVICE DEPENDENCE,4
DEVICE PACING ISSUE,4
DEVICE-DEVICE INCOMPATIBILITY,4
MEDIASTINAL LYMPHADENECTOMY,4
DIABETIC KETOACIDOTIC HYPERGLYCAEMIC COMA,4
MEDIASTINAL FIBROSIS,4
DIAPHRAGMATIC INJURY,4
DIFFUSION-WEIGHTED BRAIN MRI ABNORMAL,4
DIGESTIVE ENZYME ABNORMAL,4
DISRUPTION OF THE PHOTORECEPTOR INNER SEGMENT-OUTER SEGMENT,4
MEASLES POST VACCINE,4
DISSEMINATED INTRAVASCULAR COAGULATION IN NEWBORN,4
DISSEMINATED VARICELLA ZOSTER VACCINE VIRUS INFECTION,4
METASTASES TO MOUTH,4
COMPUTERISED TOMOGRAM THORAX,4
ENDOCRINE NEOPLASM,4
CARCINOID TUMOUR OF THE SMALL BOWEL,4
MYECTOMY,4
BRONCHIAL ATRESIA,4
BULLOUS ERYSIPELAS,4
MUSCULOSKELETAL FOREIGN BODY,4
BURSA INJURY,4
C-TELOPEPTIDE DECREASED,4
CAFE AU LAIT SPOTS,4
CALCIFICATION OF MUSCLE,4
CALCULUS URETHRAL,4
CARCINOID TUMOUR OF THE STOMACH,4
METASTASES TO PITUITARY GLAND,4
CARDIAC ARREST NEONATAL,4
MURINE TYPHUS,4
CARDIAC MYXOMA,4
MULTISYSTEM INFLAMMATORY SYNDROME IN CHILDREN,4
CARDIOLIPIN ANTIBODY POSITIVE,4
MULTI-VITAMIN DEFICIENCY,4
CARNITINE DECREASED,4
CAROTID ARTERIAL EMBOLUS,4
CARTILAGE GRAFT,4
BREATH SOUNDS ABSENT,4
BREAST PROSTHESIS USER,4
BRCA2 GENE MUTATION,4
MYELODYSPLASTIC SYNDROME/MYELOPROLIFERATIVE NEOPLASM OVERLAP SYNDROME,4
BLOOD LACTATE DEHYDROGENASE,4
MYXOID LIPOSARCOMA,4
BLOOD LOSS ANAEMIA NEONATAL,4
BLOOD POTASSIUM,4
MYOTONIC DYSTROPHY,4
BLOOD PRESSURE ORTHOSTATIC,4
BLOOD PROLACTIN,4
BODY SURFACE AREA DECREASED,4
BONE FORMATION INCREASED,4
BONE MARROW TUMOUR CELL INFILTRATION,4
BONE SARCOMA,4
BORDERLINE LEPROSY,4
BORDERLINE SEROUS TUMOUR OF OVARY,4
BOTULINUM TOXIN INJECTION,4
MYOCARDIAL NECROSIS MARKER DECREASED,4
BOVINE TUBERCULOSIS,4
BRACHIAL ARTERY ENTRAPMENT SYNDROME,4
BRACHIOCEPHALIC ARTERY OCCLUSION,4
MYELOMALACIA,4
CATECHOLAMINES URINE INCREASED,4
CATHETER SITE EROSION,4
CATHETER SITE EXFOLIATION,4
CHRONIC ACTINIC DERMATITIS,4
CHRONIC LYMPHOCYTIC LEUKAEMIA REFRACTORY,4
MITOCHONDRIAL DNA MUTATION,4
CHRONIC RIGHT VENTRICULAR FAILURE,4
MISSING DOSE RESPONSE RELATIONSHIP,4
CIRCULATING ANTICOAGULANT,4
COAGULATION FACTOR IX LEVEL DECREASED,4
COAGULATION FACTOR X LEVEL ABNORMAL,4
MICROPHTHALMOS,4
MICROGENIA,4
COLD DYSAESTHESIA,4
COLD SHOCK RESPONSE,4
COLONIC ANGIOECTASIA,4
COLORECTAL CANCER STAGE III,4
COMPLEMENT DEFICIENCY DISEASE,4
COMPLICATED FRACTURE,4
COMPLICATIONS OF TRANSPLANTED PANCREAS,4
COMPUTERISED TOMOGRAM EAR,4
COMPUTERISED TOMOGRAM KIDNEY ABNORMAL,4
METASTASES TO TESTICLE,4
CHRONIC ACTIVE EPSTEIN-BARR VIRUS INFECTION,4
CHROMOSOMAL DELETION,4
CATHETER SITE HYPERSENSITIVITY,4
CHOROID MELANOMA,4
CATHETER SITE NECROSIS,4
MUCOEPIDERMOID CARCINOMA,4
CD30 EXPRESSION,4
CD8 LYMPHOCYTES INCREASED,4
MUCINOUS BREAST CARCINOMA,4
CELLULITIS GANGRENOUS,4
CENTRAL VENOUS PRESSURE INCREASED,4
MORBILLIVIRUS TEST POSITIVE,4
CEREBELLAR CYST,4
MONONUCLEOSIS HETEROPHILE TEST POSITIVE,4
CEREBELLAR ISCHAEMIA,4
MONONEURITIS,4
CEREBRAL ARTERIOVENOUS MALFORMATION HAEMORRHAGIC,4
CEREBRAL HAEMANGIOMA,4
CHEST WALL OPERATION,4
MIXED INCONTINENCE,4
CHILDHOOD ASTHMA,4
CHLAMYDIA TEST POSITIVE,4
CHOLESTATIC PRURITUS,4
ENDOCARDITIS Q FEVER,4
ENDOMETRIAL ATROPHY,4
BLOOD CREATINE PHOSPHOKINASE MB ABNORMAL,4
LARYNGEAL SQUAMOUS CELL CARCINOMA,4
HERPES SIMPLEX ANORECTAL,4
HERPES SIMPLEX MENINGITIS,4
HETEROGENEOUSLY DENSE BREASTS,4
HETEROPHORIA,4
HETEROPLASIA,4
HIGH GRADE B-CELL LYMPHOMA BURKITT-LIKE LYMPHOMA,4
HISTRIONIC PERSONALITY DISORDER,4
HIV ANTIBODY POSITIVE,4
LARYNGEAL TREMOR,4
HIV WASTING SYNDROME,4
HAEMORRHAGIC ARTERIOVENOUS MALFORMATION,4
LARYNGEAL HAEMATOMA,4
HUMAN HERPES VIRUS 8 TEST POSITIVE,4
HUMAN HERPESVIRUS 7 INFECTION,4
LARGE INTESTINAL ULCER PERFORATION,4
HYPERADRENALISM,4
HYPERGEUSIA,4
HYPERGLOBULINAEMIA,4
HYPERGLYCAEMIC UNCONSCIOUSNESS,4
HYPERGLYCINAEMIA,4
LE CELLS PRESENT,4
HERPES OESOPHAGITIS,4
HEREDITARY NEUROPATHIC AMYLOIDOSIS,4
HEREDITARY ATAXIA,4
HCOV-NL63 INFECTION,4
LEVATOR SYNDROME,4
HEARING AID THERAPY,4
HEART ALTERNATION,4
HEART BLOCK CONGENITAL,4
HELIOTROPE RASH,4
HEMIANOPIA HETERONYMOUS,4
LEUKAPHERESIS,4
HEPARIN-INDUCED THROMBOCYTOPENIA TEST,4
LEUCONOSTOC INFECTION,4
HEPATIC NEUROENDOCRINE TUMOUR,4
HEPATITIS B ANTIBODY ABNORMAL,4
HEPATITIS B ANTIBODY POSITIVE,4
HEPATITIS B DNA ASSAY POSITIVE,4
HEPATO-LENTICULAR DEGENERATION,4
HEPATOBLASTOMA,4
HEPATOJUGULAR REFLUX,4
HER2 MUTANT NON-SMALL CELL LUNG CANCER,4
HEREDITARY ANGIOEDEMA WITH C1 ESTERASE INHIBITOR DEFICIENCY,4
LACRIMAL HAEMORRHAGE,4
LACRIMAL GLAND ENLARGEMENT,4
HYPERPHOSPHATURIA,4
JOINT STABILISATION,4
JOINT IMPINGEMENT,4
INFECTIVE CHONDRITIS,4
INFECTIVE PERICARDIAL EFFUSION,4
INFUSION SITE DERMATITIS,4
JEJUNECTOMY,4
INJECTION SITE FIBROSIS,4
INJECTION SITE RECALL REACTION,4
INNER EAR OPERATION,4
INTERCHANGE OF VACCINE PRODUCTS,4
INTESTINAL GANGRENE,4
ISCHAEMIC CHOLECYSTITIS,4
INTESTINAL TRANSIT TIME ABNORMAL,4
INTESTINAL TRANSPLANT,4
INTESTINAL VARICES,4
INTESTINAL VARICES HAEMORRHAGE,4
INTRA-ABDOMINAL CALCIFICATION,4
INTRA-AORTIC BALLOON PLACEMENT,4
INTRAMYELINIC OEDEMA,4
INTRAPERICARDIAL THROMBOSIS,4
INFANTILE HAEMANGIOMA,4
INCISION SITE CELLULITIS,4
HYPERRESPONSIVE TO STIMULI,4
INADEQUATE LUBRICATION,4
HYPERTROPHY OF TONGUE PAPILLAE,4
LABOUR INDUCTION,4
HYPERVITAMINOSIS A,4
HYPOCHROMASIA,4
HYPOGLOSSAL NERVE DISORDER,4
HYPOGLOSSAL NERVE PARALYSIS,4
HYPONATRAEMIC ENCEPHALOPATHY,4
HYPOOSMOLAR STATE,4
HYPOTHYROID MYOPATHY,4
IGM NEPHROPATHY,4
ILEAL OPERATION,4
IMAGING PROCEDURE ABNORMAL,4
IMMUNOPARESIS,4
IMPERFORATE HYMEN,4
IMPLANT SITE EROSION,4
IMPLANT SITE IRRITATION,4
IMPLANT SITE NODULE,4
IMPLANT SITE PARAESTHESIA,4
IMPLANT SITE VESICLES,4
HAIR FOLLICLE TUMOUR BENIGN,4
HAEMORRHAGE FOETAL,4
ENDOMETRIAL CANCER STAGE II,4
FASCIAL RUPTURE,4
EXUDATIVE RETINOPATHY,4
EYELID CALCIFICATION,4
EYELID MYOKYMIA,4
MACULAR CYST,4
MACROSOMIA,4
FAECAL FAT INCREASED,4
MACROANGIOPATHY,4
FALSE NEGATIVE PREGNANCY TEST,4
FASCIAL OPERATION,4
FEMORAL HERNIA,4
HAEMOPHILIA A WITHOUT INHIBITORS,4
FEMOROACETABULAR IMPINGEMENT,4
FIBRIN D DIMER,4
LYMPHOCYTE STIMULATION TEST POSITIVE,4
FLAIL CHEST,4
FLAT ANTERIOR CHAMBER OF EYE,4
FLIGHT OF IDEAS,4
FLOPPY IRIS SYNDROME,4
FLUID INTAKE RESTRICTION,4
LYMPHANGIOPATHY,4
EXTUBATION,4
EXTERNAL EAR INFLAMMATION,4
EXTERNAL EAR CELLULITIS,4
MALIGNANT ANORECTAL NEOPLASM,4
ENDOSCOPY UPPER GASTROINTESTINAL TRACT,4
